0 0.084000 0.382000 0.534000 
1 0.136000 0.372000 0.492000 
2 0.148000 0.384000 0.468000 
3 0.200000 0.366000 0.434000 
4 0.198000 0.410000 0.392000 
5 0.208000 0.364000 0.428000 
6 0.222000 0.346000 0.432000 
7 0.242000 0.400000 0.358000 
8 0.264000 0.366000 0.370000 
9 0.216000 0.394000 0.390000 
10 0.252000 0.370000 0.378000 
11 0.308000 0.386000 0.306000 
12 0.332000 0.380000 0.288000 
13 0.318000 0.344000 0.338000 
14 0.328000 0.330000 0.342000 
15 0.320000 0.358000 0.322000 
16 0.352000 0.356000 0.292000 
17 0.360000 0.374000 0.266000 
18 0.352000 0.374000 0.274000 
19 0.302000 0.368000 0.330000 
20 0.314000 0.356000 0.330000 
21 0.322000 0.362000 0.316000 
22 0.336000 0.332000 0.332000 
23 0.352000 0.356000 0.292000 
24 0.314000 0.332000 0.354000 
25 0.296000 0.358000 0.346000 
26 0.338000 0.348000 0.314000 
27 0.342000 0.366000 0.292000 
28 0.324000 0.356000 0.320000 
29 0.350000 0.296000 0.354000 
30 0.328000 0.324000 0.348000 
31 0.316000 0.346000 0.338000 
32 0.304000 0.354000 0.342000 
33 0.354000 0.378000 0.268000 
34 0.340000 0.414000 0.246000 
35 0.368000 0.414000 0.218000 
36 0.316000 0.414000 0.270000 
37 0.312000 0.414000 0.274000 
38 0.312000 0.326000 0.362000 
39 0.272000 0.348000 0.380000 
40 0.336000 0.338000 0.326000 
41 0.360000 0.308000 0.332000 
42 0.374000 0.310000 0.316000 
43 0.360000 0.376000 0.264000 
44 0.392000 0.348000 0.260000 
45 0.390000 0.354000 0.256000 
46 0.342000 0.352000 0.306000 
47 0.314000 0.344000 0.342000 
48 0.282000 0.378000 0.340000 
49 0.284000 0.382000 0.334000 
50 0.274000 0.404000 0.322000 
51 0.292000 0.422000 0.286000 
52 0.292000 0.360000 0.348000 
53 0.244000 0.378000 0.378000 
54 0.230000 0.362000 0.408000 
55 0.252000 0.378000 0.370000 
56 0.212000 0.370000 0.418000 
57 0.248000 0.378000 0.374000 
58 0.272000 0.330000 0.398000 
59 0.252000 0.344000 0.404000 
60 0.246000 0.342000 0.412000 
61 0.218000 0.370000 0.412000 
62 0.246000 0.368000 0.386000 
63 0.268000 0.330000 0.402000 
64 0.260000 0.354000 0.386000 
65 0.314000 0.352000 0.334000 
66 0.284000 0.402000 0.314000 
67 0.286000 0.396000 0.318000 
68 0.342000 0.340000 0.318000 
69 0.344000 0.380000 0.276000 
70 0.304000 0.412000 0.284000 
71 0.290000 0.358000 0.352000 
72 0.244000 0.340000 0.416000 
73 0.252000 0.290000 0.458000 
74 0.202000 0.366000 0.432000 
75 0.202000 0.386000 0.412000 
76 0.218000 0.334000 0.448000 
77 0.246000 0.318000 0.436000 
78 0.264000 0.328000 0.408000 
79 0.312000 0.328000 0.360000 
80 0.300000 0.386000 0.314000 
81 0.320000 0.340000 0.340000 
82 0.350000 0.322000 0.328000 
83 0.340000 0.318000 0.342000 
84 0.340000 0.322000 0.338000 
85 0.326000 0.344000 0.330000 
86 0.288000 0.358000 0.354000 
87 0.276000 0.340000 0.384000 
88 0.280000 0.388000 0.332000 
89 0.274000 0.352000 0.374000 
90 0.294000 0.354000 0.352000 
91 0.270000 0.362000 0.368000 
92 0.306000 0.340000 0.354000 
93 0.282000 0.346000 0.372000 
94 0.220000 0.406000 0.374000 
95 0.256000 0.346000 0.398000 
96 0.290000 0.376000 0.334000 
