0 0.954260 0.494800 0.070269 0.998000 
1 0.954260 0.518827 0.068974 0.986000 
2 0.956546 0.546180 0.074925 0.982000 
3 0.956546 0.556376 0.067595 0.962000 
4 0.956546 0.526571 0.070257 0.966000 
5 0.956546 0.555580 0.072123 0.970000 
6 0.956688 0.564998 0.074814 0.962000 
7 0.956688 0.598397 0.081451 0.936000 
8 0.956688 0.565489 0.074327 0.942000 
9 0.962696 0.547964 0.073048 0.966000 
10 0.962696 0.570683 0.067308 0.932000 
11 0.964517 0.557537 0.065216 0.932000 
12 0.964517 0.568815 0.078085 0.914000 
13 0.964517 0.576341 0.070179 0.912000 
14 0.964517 0.592250 0.074448 0.916000 
15 0.970396 0.557256 0.075107 0.916000 
16 0.970396 0.578136 0.074002 0.878000 
17 0.973818 0.581906 0.084132 0.890000 
18 0.973818 0.580075 0.086772 0.894000 
19 0.973818 0.561448 0.078522 0.922000 
20 0.973818 0.565652 0.078882 0.924000 
21 0.973818 0.588455 0.075103 0.934000 
22 0.973818 0.591287 0.077946 0.910000 
23 0.973818 0.575956 0.084275 0.920000 
24 0.973818 0.586199 0.083335 0.924000 
25 0.973818 0.566477 0.071391 0.928000 
26 0.973818 0.589208 0.067337 0.912000 
27 0.973818 0.576117 0.070450 0.898000 
28 0.973818 0.588720 0.077159 0.914000 
29 0.973818 0.571776 0.077510 0.888000 
30 0.976306 0.562859 0.077034 0.900000 
31 0.977660 0.587895 0.072226 0.900000 
32 0.977660 0.577049 0.072364 0.902000 
33 0.977660 0.568000 0.074953 0.896000 
34 0.977660 0.558383 0.074502 0.898000 
35 0.977660 0.547393 0.072033 0.904000 
36 0.977660 0.563697 0.077946 0.914000 
37 0.977660 0.569540 0.076506 0.920000 
38 0.977660 0.556043 0.072031 0.920000 
39 0.977660 0.543038 0.079956 0.928000 
40 0.977660 0.577829 0.078676 0.882000 
41 0.977660 0.540181 0.078522 0.910000 
42 0.977660 0.591503 0.064253 0.894000 
43 0.977660 0.573844 0.079618 0.906000 
44 0.977660 0.560640 0.073256 0.882000 
45 0.977660 0.582307 0.066743 0.882000 
46 0.977660 0.581389 0.076441 0.904000 
47 0.977660 0.588965 0.077640 0.906000 
48 0.977660 0.588817 0.077668 0.930000 
49 0.977660 0.585818 0.064157 0.926000 
50 0.977660 0.580758 0.079618 0.942000 
51 0.977660 0.577667 0.074983 0.944000 
52 0.977660 0.564168 0.071119 0.918000 
53 0.977660 0.556308 0.074078 0.958000 
54 0.977660 0.559351 0.064614 0.956000 
55 0.977660 0.566790 0.076506 0.956000 
56 0.977660 0.556444 0.063431 0.968000 
57 0.977660 0.571177 0.074277 0.932000 
58 0.977660 0.566582 0.075558 0.934000 
59 0.977660 0.568577 0.073626 0.954000 
60 0.977660 0.581776 0.081718 0.944000 
61 0.977660 0.563101 0.082157 0.952000 
62 0.977660 0.583871 0.078522 0.936000 
63 0.977660 0.579840 0.074994 0.944000 
64 0.977660 0.569692 0.079618 0.940000 
65 0.977660 0.572385 0.080284 0.910000 
66 0.977660 0.569312 0.073973 0.922000 
67 0.977660 0.561165 0.077946 0.938000 
68 0.977660 0.567573 0.065642 0.908000 
69 0.977660 0.587761 0.073048 0.900000 
70 0.977660 0.567477 0.073354 0.914000 
71 0.977660 0.595337 0.072605 0.916000 
72 0.977660 0.585258 0.073048 0.948000 
73 0.977660 0.563628 0.082937 0.944000 
74 0.977660 0.565980 0.077946 0.968000 
75 0.977660 0.586724 0.079135 0.948000 
76 0.977660 0.575873 0.081970 0.960000 
77 0.977660 0.570597 0.069098 0.962000 
78 0.977660 0.590490 0.073992 0.934000 
79 0.977660 0.579190 0.079618 0.904000 
80 0.977660 0.592955 0.076506 0.928000 
81 0.977660 0.551940 0.072937 0.900000 
82 0.977660 0.589210 0.067896 0.906000 
83 0.977660 0.586822 0.076506 0.892000 
84 0.977660 0.584865 0.069604 0.888000 
85 0.977660 0.576893 0.073048 0.912000 
86 0.977660 0.565112 0.084275 0.936000 
87 0.977660 0.560267 0.072225 0.926000 
88 0.977660 0.558076 0.072969 0.918000 
89 0.977660 0.567179 0.080707 0.938000 
90 0.977660 0.565232 0.082324 0.930000 
91 0.977660 0.563423 0.075729 0.946000 
92 0.977660 0.577683 0.073862 0.924000 
93 0.977660 0.561683 0.076506 0.936000 
94 0.977660 0.580769 0.071236 0.964000 
95 0.977660 0.581797 0.078508 0.938000 
96 0.977660 0.562718 0.080333 0.912000 
97 0.977660 0.571377 0.073201 0.890000 
98 0.977660 0.575207 0.077946 0.888000 
99 0.977660 0.545524 0.080315 0.892000 
100 0.977660 0.567733 0.077946 0.904000 
101 0.977660 0.588783 0.076506 0.904000 
102 0.977660 0.593104 0.073015 0.910000 
103 0.977660 0.566833 0.070070 0.928000 
104 0.977660 0.550348 0.074980 0.920000 
105 0.977660 0.538988 0.072038 0.918000 
106 0.977660 0.558774 0.075768 0.920000 
107 0.977660 0.543229 0.067953 0.942000 
108 0.977660 0.574941 0.076506 0.916000 
109 0.977660 0.573606 0.084007 0.940000 
110 0.977660 0.573633 0.079249 0.910000 
111 0.977660 0.560686 0.073048 0.920000 
112 0.977660 0.576992 0.076506 0.906000 
113 0.977660 0.580025 0.077109 0.890000 
114 0.977660 0.543300 0.077639 0.906000 
115 0.977660 0.578065 0.077946 0.930000 
116 0.977660 0.585992 0.076506 0.894000 
117 0.977660 0.585656 0.077735 0.932000 
118 0.977660 0.558642 0.073061 0.930000 
119 0.977660 0.565898 0.080731 0.908000 
120 0.977660 0.580236 0.072276 0.888000 
121 0.977660 0.573842 0.074957 0.926000 
