0 0.946125 0.476108 0.063692 0.990000 
1 0.944160 0.542691 0.057435 0.986000 
2 0.945948 0.543741 0.064167 0.966000 
3 0.939476 0.536370 0.061323 0.956000 
4 0.945363 0.543469 0.064743 0.946000 
5 0.947675 0.580661 0.064716 0.946000 
6 0.952789 0.570342 0.058007 0.938000 
7 0.966674 0.566540 0.055607 0.946000 
8 0.950118 0.543396 0.055418 0.914000 
9 0.946005 0.562863 0.042938 0.880000 
10 0.980692 0.559021 0.054332 0.904000 
11 0.939916 0.572920 0.056516 0.902000 
12 0.940052 0.542809 0.058418 0.874000 
13 0.954085 0.564880 0.059801 0.914000 
14 0.947102 0.591841 0.061323 0.892000 
15 0.953074 0.552871 0.058543 0.914000 
16 0.947102 0.571292 0.064280 0.916000 
17 0.958166 0.582315 0.052554 0.900000 
18 0.960805 0.583185 0.050910 0.934000 
19 0.952260 0.568487 0.068025 0.940000 
20 0.960663 0.574888 0.061323 0.928000 
21 0.947102 0.570282 0.067030 0.934000 
22 0.947102 0.569445 0.055667 0.912000 
23 0.947102 0.542562 0.054149 0.892000 
24 0.940775 0.569450 0.058514 0.886000 
25 0.945824 0.561122 0.060735 0.910000 
26 0.964818 0.545982 0.059937 0.896000 
27 0.947102 0.557408 0.065331 0.914000 
28 0.949462 0.564656 0.061323 0.906000 
29 0.961401 0.601634 0.061230 0.898000 
30 0.948545 0.579385 0.055970 0.912000 
31 0.963460 0.564300 0.055176 0.952000 
32 0.947102 0.553427 0.070681 0.952000 
33 0.939837 0.572920 0.054719 0.948000 
34 0.943802 0.565941 0.064161 0.954000 
35 0.957534 0.582009 0.061323 0.968000 
36 0.947102 0.583631 0.065590 0.950000 
37 0.964482 0.560749 0.068025 0.962000 
38 0.953536 0.564851 0.055555 0.968000 
39 0.969704 0.585388 0.060042 0.968000 
40 0.939664 0.561933 0.047238 0.952000 
41 0.947282 0.568853 0.060741 0.974000 
42 0.960376 0.546421 0.061323 0.970000 
43 0.948615 0.555318 0.065128 0.966000 
44 0.946474 0.572399 0.064828 0.948000 
45 0.957525 0.566278 0.047781 0.918000 
46 0.949064 0.575732 0.066457 0.914000 
47 0.944550 0.554934 0.061323 0.922000 
48 0.948178 0.555561 0.048384 0.920000 
49 0.956284 0.567936 0.056112 0.924000 
50 0.978312 0.549304 0.057588 0.912000 
51 0.960100 0.574094 0.058405 0.934000 
52 0.953739 0.568174 0.066532 0.914000 
53 0.953671 0.551409 0.061323 0.908000 
54 0.946073 0.556394 0.067176 0.942000 
55 0.947102 0.564481 0.051042 0.932000 
56 0.961232 0.577480 0.063174 0.940000 
57 0.965189 0.554358 0.060614 0.934000 
58 0.953103 0.574282 0.055517 0.916000 
59 0.947102 0.559879 0.060258 0.906000 
60 0.943802 0.564880 0.061866 0.920000 
61 0.949943 0.561962 0.054549 0.900000 
62 0.960281 0.559003 0.064731 0.914000 
63 0.947102 0.568158 0.052096 0.914000 
64 0.947102 0.581580 0.043829 0.894000 
65 0.951951 0.561018 0.066416 0.902000 
66 0.956279 0.562675 0.063986 0.838000 
67 0.947102 0.573479 0.043607 0.874000 
68 0.947102 0.548571 0.042205 0.872000 
69 0.947683 0.563684 0.053408 0.886000 
70 0.942394 0.567470 0.049784 0.906000 
71 0.952497 0.568983 0.058365 0.908000 
72 0.948165 0.588392 0.046610 0.886000 
73 0.957177 0.580502 0.054002 0.908000 
74 0.950511 0.570621 0.058336 0.916000 
75 0.968154 0.586783 0.057966 0.904000 
76 0.959403 0.576240 0.064179 0.888000 
77 0.960287 0.577615 0.046812 0.890000 
78 0.956783 0.577471 0.056011 0.902000 
79 0.950077 0.582402 0.075100 0.902000 
80 0.966907 0.585214 0.061323 0.940000 
81 0.947102 0.578456 0.061323 0.934000 
82 0.950844 0.567825 0.051061 0.908000 
83 0.944665 0.574414 0.067458 0.920000 
84 0.960771 0.565362 0.063885 0.904000 
85 0.941598 0.559049 0.067166 0.890000 
86 0.950905 0.547043 0.046779 0.916000 
87 0.952169 0.554942 0.068292 0.934000 
88 0.964783 0.543241 0.061323 0.930000 
89 0.955371 0.561953 0.060345 0.900000 
90 0.962696 0.555965 0.072686 0.866000 
91 0.970363 0.579825 0.064368 0.880000 
92 0.960865 0.573695 0.061323 0.898000 
93 0.954090 0.555904 0.049182 0.942000 
94 0.958517 0.568792 0.066404 0.910000 
95 0.960042 0.579345 0.064993 0.932000 
96 0.965200 0.550735 0.061323 0.944000 
97 0.951863 0.538257 0.061323 0.940000 
98 0.949766 0.563309 0.062903 0.926000 
99 0.937449 0.557961 0.073308 0.916000 
100 0.943802 0.542511 0.058384 0.924000 
101 0.947102 0.557336 0.061323 0.926000 
102 0.976868 0.565788 0.061323 0.886000 
103 0.958583 0.577049 0.063532 0.880000 
104 0.952287 0.541743 0.061323 0.894000 
105 0.943802 0.567697 0.061323 0.894000 
106 0.955968 0.553224 0.059762 0.906000 
107 0.947102 0.572597 0.054953 0.956000 
108 0.947102 0.574121 0.059699 0.968000 
109 0.950142 0.580706 0.061323 0.934000 
110 0.947102 0.576401 0.061128 0.936000 
111 0.956075 0.571439 0.065437 0.934000 
112 0.957619 0.545918 0.061323 0.920000 
113 0.951316 0.556415 0.057351 0.928000 
114 0.962224 0.550971 0.067458 0.950000 
115 0.947102 0.553538 0.068292 0.910000 
116 0.950951 0.556482 0.066318 0.928000 
117 0.948288 0.567353 0.056360 0.916000 
118 0.956189 0.559018 0.065653 0.938000 
119 0.958936 0.582866 0.053936 0.900000 
120 0.943626 0.558649 0.057653 0.898000 
121 0.952640 0.574414 0.057452 0.912000 
122 0.947102 0.586555 0.062739 0.918000 
123 0.947607 0.572568 0.068025 0.932000 
124 0.958087 0.572997 0.055564 0.944000 
125 0.957034 0.573292 0.067458 0.958000 
126 0.966442 0.566108 0.061323 0.922000 
127 0.947102 0.573579 0.061323 0.930000 
128 0.949128 0.564076 0.058910 0.942000 
129 0.948894 0.562408 0.058749 0.942000 
130 0.939621 0.562746 0.064026 0.958000 
131 0.962582 0.570477 0.054417 0.952000 
132 0.937338 0.557870 0.065445 0.950000 
133 0.967566 0.569697 0.067458 0.938000 
134 0.951502 0.541385 0.050866 0.962000 
135 0.962214 0.574795 0.066921 0.952000 
136 0.951765 0.570506 0.058039 0.948000 
137 0.958019 0.587622 0.062015 0.936000 
138 0.954078 0.560264 0.061323 0.914000 
139 0.947102 0.563361 0.058012 0.900000 
140 0.951269 0.561627 0.068025 0.910000 
141 0.955779 0.577975 0.056752 0.928000 
142 0.962976 0.573638 0.061323 0.914000 
143 0.941347 0.552970 0.055074 0.926000 
144 0.960134 0.569011 0.066807 0.932000 
145 0.959719 0.587128 0.054559 0.922000 
146 0.952364 0.577373 0.048554 0.894000 
147 0.949999 0.539752 0.045682 0.900000 
148 0.943802 0.554292 0.055355 0.908000 
149 0.957851 0.554962 0.061323 0.940000 
150 0.947102 0.586247 0.061323 0.930000 
151 0.950162 0.563966 0.058260 0.944000 
152 0.947356 0.542715 0.064966 0.934000 
153 0.954697 0.548178 0.053265 0.908000 
154 0.947102 0.562702 0.066939 0.932000 
155 0.958813 0.558956 0.061627 0.928000 
156 0.948266 0.561285 0.061323 0.912000 
157 0.953791 0.556796 0.059096 0.910000 
158 0.948463 0.572508 0.060342 0.908000 
159 0.947983 0.557480 0.057011 0.900000 
160 0.947102 0.574773 0.055278 0.906000 
161 0.946029 0.531770 0.065435 0.926000 
162 0.954202 0.554631 0.062434 0.940000 
163 0.958062 0.552228 0.056692 0.932000 
164 0.960369 0.554765 0.064500 0.908000 
165 0.964214 0.546281 0.061323 0.910000 
166 0.968495 0.569578 0.068025 0.930000 
167 0.947472 0.560302 0.059909 0.932000 
168 0.962219 0.576313 0.061011 0.956000 
169 0.943802 0.564459 0.061323 0.942000 
170 0.953314 0.584763 0.061323 0.930000 
171 0.951212 0.566153 0.061323 0.930000 
172 0.953144 0.576235 0.050847 0.946000 
173 0.960210 0.563574 0.061323 0.946000 
174 0.954000 0.570743 0.054695 0.946000 
175 0.962452 0.578940 0.064967 0.926000 
176 0.945131 0.560381 0.065791 0.956000 
177 0.947102 0.580614 0.055601 0.964000 
178 0.947102 0.571995 0.061323 0.950000 
179 0.954189 0.555366 0.044967 0.952000 
180 0.947102 0.564548 0.064146 0.942000 
181 0.960478 0.566466 0.053536 0.910000 
182 0.955055 0.557979 0.061323 0.896000 
183 0.948783 0.559003 0.060357 0.922000 
184 0.947102 0.550755 0.062881 0.912000 
185 0.967416 0.566397 0.054973 0.920000 
186 0.947102 0.580599 0.061022 0.918000 
187 0.952266 0.565165 0.050325 0.902000 
188 0.945741 0.549484 0.060192 0.906000 
189 0.946393 0.559211 0.061053 0.918000 
190 0.947102 0.583705 0.061323 0.874000 
191 0.951292 0.572443 0.061323 0.864000 
192 0.972333 0.558764 0.064958 0.908000 
193 0.949089 0.567017 0.053397 0.894000 
194 0.951175 0.549864 0.068025 0.906000 
195 0.943802 0.557054 0.062876 0.912000 
196 0.933273 0.549988 0.068292 0.928000 
197 0.955400 0.582253 0.066945 0.886000 
198 0.949243 0.574072 0.061323 0.868000 
199 0.947102 0.558363 0.055981 0.858000 
200 0.960392 0.575778 0.057475 0.892000 
201 0.970061 0.560651 0.056177 0.868000 
