0 0.244 0.028 0.728
1 0.432 0.016 0.552
2 0.436 0.008 0.556
3 0.372 0.02 0.608
4 0.38 0.04 0.58
5 0.54 0.028 0.432
6 0.468 0.044 0.488
7 0.44 0.036 0.524
8 0.4 0.044 0.556
9 0.42 0.048 0.532
10 0.416 0.064 0.52
11 0.472 0.064 0.464
12 0.436 0.036 0.528
13 0.416 0.044 0.54
14 0.508 0.044 0.448
15 0.44 0.044 0.516
16 0.404 0.052 0.544
17 0.424 0.032 0.544
18 0.404 0.048 0.548
19 0.456 0.048 0.496
20 0.476 0.04 0.484
21 0.492 0.036 0.472
22 0.508 0.044 0.448
23 0.456 0.064 0.48
24 0.476 0.052 0.472
25 0.468 0.06 0.472
26 0.496 0.044 0.46
27 0.464 0.048 0.488
28 0.468 0.052 0.48
29 0.424 0.076 0.5
30 0.476 0.056 0.468
31 0.48 0.036 0.484
32 0.444 0.044 0.512
33 0.424 0.008 0.568
34 0.512 0.028 0.46
35 0.468 0.028 0.504
36 0.444 0.012 0.544
37 0.472 0.036 0.492
38 0.524 0.032 0.444
39 0.484 0.024 0.492
40 0.492 0.032 0.476
41 0.432 0.016 0.552
42 0.48 0.02 0.5
43 0.516 0.004 0.48
44 0.5 0.024 0.476
45 0.444 0.052 0.504
46 0.472 0.044 0.484
47 0.492 0.032 0.476
48 0.452 0.04 0.508
49 0.484 0.068 0.448
50 0.456 0.028 0.516
51 0.464 0.036 0.5
52 0.46 0.032 0.508
53 0.496 0.024 0.48
54 0.476 0.028 0.496
55 0.472 0.052 0.476
56 0.456 0.052 0.492
57 0.48 0.024 0.496
58 0.488 0.032 0.48
59 0.424 0.056 0.52
60 0.448 0.048 0.504
61 0.46 0.016 0.524
62 0.468 0.048 0.484
63 0.488 0.044 0.468
64 0.428 0.068 0.504
65 0.444 0.044 0.512
66 0.472 0.068 0.46
67 0.42 0.06 0.52
68 0.444 0.056 0.5
69 0.504 0.064 0.432
70 0.448 0.036 0.516
71 0.452 0.048 0.5
72 0.48 0.032 0.488
73 0.48 0.044 0.476
74 0.436 0.072 0.492
75 0.448 0.044 0.508
76 0.392 0.064 0.544
77 0.472 0.06 0.468
78 0.472 0.032 0.496
79 0.468 0.04 0.492
80 0.452 0.036 0.512
81 0.476 0.024 0.5
82 0.472 0.032 0.496
83 0.452 0.044 0.504
84 0.504 0.064 0.432
85 0.48 0.028 0.492
86 0.484 0.036 0.48
87 0.412 0.036 0.552
88 0.472 0.012 0.516
89 0.436 0.04 0.524
90 0.456 0.064 0.48
91 0.484 0.06 0.456
92 0.432 0.04 0.528
93 0.416 0.04 0.544
94 0.436 0.028 0.536
95 0.42 0.052 0.528
96 0.516 0.036 0.448
97 0.508 0.048 0.444
98 0.5 0.024 0.476
99 0.452 0.04 0.508
100 0.42 0.024 0.556
101 0.496 0.028 0.476
102 0.5 0.044 0.456
103 0.432 0.056 0.512
104 0.408 0.06 0.532
